"신고연도","신고월","신고일","남편주소행정구역시도코드","남편주소행정구역시군구코드","아내주소행정구역시도코드","아내주소행정구역시군구코드","실제결혼연도","실제결혼월","남편직업분류코드","아내직업분류코드","남편교육정도코드","아내교육정도코드","남편결혼종류코드","아내결혼종류코드","남편연령5세단위코드","아내연령5세단위코드"
2024,12,12,11,200,11,200,2024,07,01,02,5,5,1,1,06,05
2024,12,12,11,200,11,200,2024,10,02,02,5,5,1,1,06,05
2024,12,12,11,200,11,200,2024,10,99,05,5,6,1,1,05,05
2024,12,12,11,200,11,210,2024,12,03,03,5,5,1,1,05,05
2024,12,12,11,200,11,220,2024,12,02,02,5,5,1,1,06,05
2024,12,12,11,200,11,220,2024,12,05,02,5,5,1,1,05,04
2024,12,12,11,210,11,080,2024,08,03,03,5,5,1,1,05,04
2024,12,12,11,210,11,210,2020,02,02,05,5,5,1,1,03,03
2024,12,12,11,210,11,210,2024,12,03,13,4,5,1,1,05,04
2024,12,12,11,210,11,210,2024,12,05,13,4,5,1,1,05,05
2024,12,12,11,220,11,030,2024,12,99,99,5,5,1,1,05,05
2024,12,12,11,220,11,160,2024,12,03,03,5,5,1,1,04,03
2024,12,12,11,220,11,220,2022,12,05,05,5,4,1,1,04,04
2024,12,12,11,220,11,220,2024,04,03,03,6,6,3,1,06,06
2024,12,12,11,220,11,220,2024,08,07,03,5,5,1,1,07,06
2024,12,12,11,220,11,220,2024,12,99,99,9,9,3,1,07,07
2024,12,12,11,220,11,240,2024,11,03,13,5,4,1,1,05,05
2024,12,12,11,220,11,240,2024,11,05,02,5,5,1,1,05,05
2024,12,12,11,230,11,030,2024,12,03,05,4,5,1,1,05,05
2024,12,12,11,230,11,080,2024,12,05,02,5,5,1,1,07,06
2024,12,12,11,230,11,220,2024,12,03,02,5,5,1,1,04,04
2024,12,12,11,230,11,230,2024,04,05,05,5,5,1,1,04,05
2024,12,12,11,230,11,230,2024,12,03,03,5,6,1,3,06,05
2024,12,12,11,230,11,230,2024,12,05,05,5,4,1,1,04,05
2024,12,12,11,230,11,230,2024,12,99,99,9,9,1,1,05,05
2024,12,12,11,230,11,230,2024,12,99,99,9,9,1,1,06,05
2024,12,12,11,240,11,240,2023,06,05,03,5,5,1,1,05,04
2024,12,12,11,240,11,240,2023,12,03,13,5,5,1,1,06,05
2024,12,12,11,240,11,240,2024,11,02,03,5,5,1,1,05,04
2024,12,12,11,240,11,240,2024,11,05,05,4,2,3,3,11,11
2024,12,12,11,240,11,240,2024,12,03,03,5,5,1,1,06,06
2024,12,12,11,250,11,100,2024,12,01,05,5,5,1,1,09,08
2024,12,12,11,250,11,240,2024,12,01,05,5,5,1,1,07,07
2024,12,12,11,250,11,250,2023,07,01,13,4,5,3,1,05,05
2024,12,12,11,250,11,250,2024,08,05,05,4,5,1,1,03,03
2024,12,12,11,250,11,250,2024,10,03,03,5,5,1,1,04,04
2024,12,12,11,250,11,250,2024,12,05,03,5,5,1,1,04,05
2024,12,13,11,010,11,010,2024,12,99,02,6,6,1,1,05,05
2024,12,13,11,020,11,020,2024,11,03,13,5,5,1,1,05,04
2024,12,13,11,020,11,080,2024,12,07,02,5,5,1,1,06,04
2024,12,13,11,020,11,140,2024,12,01,05,5,5,1,1,06,05
2024,12,13,11,020,11,240,2025,06,03,03,5,5,1,1,06,06
2024,12,13,11,030,11,030,2024,10,02,03,5,5,1,1,05,04
2024,12,13,11,030,11,030,2024,12,99,99,9,9,1,1,04,04
2024,12,13,11,030,11,030,2024,12,99,99,9,9,1,1,06,05
2024,12,13,11,030,11,040,2024,12,02,02,5,5,1,1,07,06
2024,12,13,11,030,11,190,2025,03,99,03,5,4,1,1,05,05
2024,12,13,11,040,11,030,2024,08,02,02,6,6,1,1,05,05
2024,12,13,11,040,11,040,2002,04,07,13,4,4,3,3,07,06
2024,12,13,11,040,11,040,2024,12,03,03,5,5,1,1,05,05
2024,12,13,11,040,11,040,2024,12,03,03,5,5,3,1,07,05
2024,12,13,11,040,11,040,2024,12,99,99,9,9,1,1,05,05
2024,12,13,11,040,11,150,2024,11,03,03,6,5,1,1,05,05
2024,12,13,11,040,11,230,2024,10,03,05,5,5,1,1,04,05
2024,12,13,11,040,11,240,2024,12,13,03,5,5,1,1,05,05
2024,12,13,11,050,11,040,2024,12,03,03,5,5,1,1,05,04
2024,12,13,11,050,11,050,2021,12,01,05,5,5,1,1,07,07
2024,12,13,11,050,11,050,2024,05,03,03,5,5,1,1,05,04
2024,12,13,11,050,11,050,2024,12,01,03,5,5,1,1,05,05
2024,12,13,11,050,11,050,2024,12,99,99,5,4,2,1,07,08
2024,12,13,11,050,11,050,2024,12,99,99,9,9,1,1,05,04
2024,12,13,11,050,11,120,2024,12,99,99,9,9,1,1,05,05
2024,12,13,11,050,11,230,2024,12,99,99,9,9,1,1,05,05
2024,12,13,11,060,11,060,2024,09,03,05,5,5,1,1,05,05
2024,12,13,11,060,11,060,2024,12,02,03,5,5,1,1,09,09
2024,12,13,11,060,11,060,2024,12,99,99,9,9,1,1,05,06
2024,12,13,11,070,11,070,2024,06,01,02,5,6,1,1,05,05
2024,12,13,11,070,11,070,2024,10,02,02,5,5,1,1,05,05
2024,12,13,11,070,11,070,2024,10,03,05,4,5,1,1,05,04
2024,12,13,11,070,11,070,2024,12,02,02,6,5,1,1,05,04
2024,12,13,11,070,11,070,2024,12,02,13,3,3,3,3,10,12
2024,12,13,11,070,11,070,2024,12,03,03,5,6,1,1,05,04
2024,12,13,11,070,11,070,2024,12,05,05,5,5,1,1,08,07
2024,12,13,11,070,11,070,2024,12,05,13,5,4,1,1,06,04
2024,12,13,11,070,11,240,2021,02,03,02,5,5,1,1,06,06
2024,12,13,11,080,11,080,2024,12,99,99,9,9,1,1,05,03
2024,12,13,11,080,11,080,2024,12,99,99,9,9,1,1,06,06
2024,12,13,11,090,11,080,2024,05,03,03,5,5,1,1,06,06
2024,12,13,11,090,11,090,2024,09,05,03,5,5,1,1,05,06
2024,12,13,11,090,11,090,2024,12,99,99,9,9,1,1,05,04
2024,12,13,11,100,11,100,2023,06,03,03,5,5,1,1,06,05
2024,12,13,11,100,11,100,2024,08,05,13,4,4,1,1,06,05
2024,12,13,11,100,11,100,2024,12,03,03,5,5,1,1,05,04
2024,12,13,11,100,11,100,2024,12,06,03,5,5,1,1,05,04
2024,12,13,11,100,11,100,2024,12,99,99,9,9,3,3,07,07
2024,12,13,11,100,11,200,2024,12,99,03,9,5,1,1,06,05
2024,12,13,11,110,11,050,2024,12,99,99,9,9,1,1,06,05
2024,12,13,11,110,11,110,2022,07,03,13,5,5,3,3,10,09
2024,12,13,11,110,11,110,2024,10,03,03,5,5,1,1,04,04
2024,12,13,11,110,11,110,2024,11,03,13,5,5,1,1,05,05
2024,12,13,11,110,11,110,2024,12,03,03,5,5,1,3,08,08
2024,12,13,11,110,11,110,2024,12,03,05,5,5,1,1,05,04
2024,12,13,11,110,11,110,2024,12,05,05,4,4,1,3,08,08
2024,12,13,11,120,11,120,2022,10,03,03,5,6,1,1,07,06
2024,12,13,11,120,11,120,2023,12,05,05,6,5,1,1,05,04
2024,12,13,11,120,11,120,2024,12,99,99,9,9,1,1,05,05
2024,12,13,11,120,11,120,2024,12,99,99,9,9,1,1,05,05
2024,12,13,11,120,11,120,2024,12,99,99,9,9,1,1,06,05
2024,12,13,11,130,11,110,2024,12,08,01,5,5,1,1,05,05
2024,12,13,11,130,11,130,2020,12,03,03,5,5,1,1,06,05
2024,12,13,11,130,11,130,2024,07,05,13,5,5,1,1,05,04
2024,12,13,11,130,11,130,2024,12,02,03,6,5,1,1,05,04
2024,12,13,11,130,11,130,2024,12,99,99,9,9,1,1,05,05
2024,12,13,11,140,11,130,2024,12,02,02,5,5,1,1,06,07
2024,12,13,11,140,11,140,2023,04,05,02,4,5,1,1,04,04
2024,12,13,11,140,11,140,2024,12,03,03,5,5,1,1,05,04
2024,12,13,11,140,11,140,2024,12,99,99,9,9,1,1,05,04
2024,12,13,11,140,11,140,2024,12,99,99,9,9,1,1,05,05
2024,12,13,11,140,11,140,2024,12,99,99,9,9,1,1,06,06
2024,12,13,11,140,11,190,2024,12,99,99,9,9,1,1,07,06
2024,12,13,11,140,11,210,2024,12,01,03,4,4,1,3,06,07
2024,12,13,11,150,11,140,2023,10,02,02,5,6,1,1,05,05
2024,12,13,11,150,11,150,2024,12,02,02,5,5,1,1,05,05
2024,12,13,11,150,11,150,2024,12,03,03,5,5,1,1,05,05
2024,12,13,11,150,11,150,2025,01,03,03,5,5,3,1,06,05
2024,12,13,11,160,11,060,2024,12,02,02,4,5,3,3,05,06
2024,12,13,11,160,11,160,2022,12,03,03,5,5,1,1,05,05
2024,12,13,11,160,11,160,2024,12,02,03,5,5,1,1,06,06
2024,12,13,11,160,11,160,2024,12,02,03,6,4,3,3,12,12
2024,12,13,11,160,11,160,2024,12,99,99,9,9,1,1,06,06
2024,12,13,11,160,11,160,2024,12,99,99,9,9,1,1,10,08
2024,12,13,11,160,11,160,2024,12,99,99,9,9,3,1,05,04
2024,12,13,11,160,11,190,2021,06,02,02,5,5,1,1,04,04
2024,12,13,11,160,11,190,2024,10,07,02,5,6,1,1,06,06
2024,12,13,11,160,11,200,2024,12,99,99,9,9,1,1,05,05
2024,12,13,11,160,11,210,2024,05,02,02,5,5,1,1,06,07
2024,12,13,11,170,11,120,2025,10,99,03,5,5,1,1,06,05
2024,12,13,11,170,11,130,2024,12,03,05,5,5,1,1,05,05
2024,12,13,11,170,11,170,2022,10,03,13,5,4,1,1,05,05
2024,12,13,11,170,11,170,2023,10,03,03,5,5,1,1,05,05
2024,12,13,11,170,11,170,2024,09,03,02,5,6,1,1,06,05
2024,12,13,11,170,11,170,2024,10,02,02,6,6,1,1,05,05
2024,12,13,11,170,11,170,2024,12,03,05,6,5,1,1,06,04
2024,12,13,11,170,11,170,2024,12,99,99,9,9,1,1,05,05
2024,12,13,11,180,11,050,2024,12,99,99,9,9,1,1,05,07
2024,12,13,11,180,11,180,2019,04,03,13,5,5,1,1,05,05
2024,12,13,11,180,11,210,2024,12,03,03,5,5,1,1,04,04
2024,12,13,11,190,11,190,2023,05,02,02,5,5,1,1,04,05
2024,12,13,11,190,11,190,2023,07,03,03,5,5,1,1,05,05
2024,12,13,11,190,11,190,2023,08,03,03,5,5,1,1,06,05
2024,12,13,11,190,11,190,2023,12,03,03,6,5,1,1,05,05
2024,12,13,11,190,11,190,2024,04,03,03,5,5,1,1,04,04
2024,12,13,11,190,11,190,2024,05,03,03,5,5,1,1,04,04
2024,12,13,11,190,11,190,2024,07,03,03,5,5,1,1,04,04
2024,12,13,11,190,11,190,2024,09,01,05,5,5,1,1,05,05
2024,12,13,11,190,11,190,2024,12,01,09,4,4,1,3,10,09
2024,12,13,11,190,11,190,2024,12,03,03,5,6,1,1,07,07
2024,12,13,11,190,11,190,2024,12,03,03,6,6,1,1,06,04
2024,12,13,11,200,11,010,2024,12,99,05,9,5,1,1,05,05
2024,12,13,11,200,11,060,2024,12,99,99,9,9,1,1,05,05
2024,12,13,11,200,11,200,2022,11,03,03,5,6,1,1,06,05
2024,12,13,11,200,11,200,2023,02,03,03,5,5,1,1,05,05
2024,12,13,11,200,11,200,2023,05,03,03,5,5,1,1,05,05
2024,12,13,11,200,11,200,2024,12,05,13,4,4,1,1,06,04
2024,12,13,11,200,11,200,2024,12,99,99,9,9,1,1,05,05
2024,12,13,11,210,11,110,2024,05,02,02,5,5,1,1,06,06
2024,12,13,11,210,11,190,2023,12,05,99,5,9,1,1,05,05
2024,12,13,11,210,11,210,2022,10,05,03,5,5,1,1,05,05
2024,12,13,11,210,11,210,2023,04,02,03,5,5,1,1,05,05
2024,12,13,11,210,11,210,2024,02,05,05,5,4,1,1,06,06
2024,12,13,11,210,11,210,2024,03,03,03,5,6,1,1,05,05
2024,12,13,11,210,11,210,2024,06,01,03,5,5,1,1,05,05
2024,12,13,11,210,11,210,2024,11,03,03,5,5,1,1,07,06
2024,12,13,11,210,11,210,2024,12,02,03,5,5,1,1,05,05
2024,12,13,11,210,11,210,2024,12,03,03,4,5,1,1,06,06
2024,12,13,11,210,11,210,2024,12,05,02,5,5,1,1,05,05
2024,12,13,11,220,11,200,2024,12,05,05,4,4,1,1,05,05
2024,12,13,11,220,11,220,2024,02,02,02,6,5,1,1,05,05
2024,12,13,11,220,11,220,2024,03,03,03,5,5,1,1,05,04
2024,12,13,11,220,11,220,2024,10,03,03,5,5,1,1,06,06
2024,12,13,11,220,11,220,2024,12,99,99,9,9,1,1,06,06
2024,12,13,11,230,11,010,2024,12,01,13,6,4,1,1,05,04
2024,12,13,11,230,11,040,2024,12,99,99,9,9,1,1,06,05
2024,12,13,11,230,11,040,2024,12,99,99,9,9,1,2,06,08
2024,12,13,11,230,11,230,2006,04,02,02,6,6,3,3,10,07
2024,12,13,11,230,11,230,2020,02,03,03,5,5,1,1,06,04
2024,12,13,11,230,11,230,2023,04,03,03,5,4,1,1,05,04
2024,12,13,11,230,11,230,2023,08,03,03,5,5,1,1,05,05
2024,12,13,11,230,11,230,2024,09,01,13,4,4,3,1,08,07
2024,12,13,11,230,11,230,2024,12,05,05,4,4,1,1,05,04
2024,12,13,11,230,11,230,2024,12,99,99,9,9,1,1,06,05
2024,12,13,11,230,11,230,2024,12,99,99,9,9,3,3,12,12
2024,12,13,11,240,11,020,2024,12,99,99,9,9,1,1,04,04
2024,12,13,11,240,11,070,2024,12,05,03,4,5,1,1,05,05
2024,12,13,11,240,11,190,2024,12,99,99,9,9,1,1,05,04
2024,12,13,11,240,11,220,2024,10,03,03,5,5,1,1,05,04
2024,12,13,11,240,11,240,2023,02,03,03,5,5,1,1,04,04
2024,12,13,11,240,11,240,2023,10,01,03,5,5,1,1,05,05
2024,12,13,11,240,11,240,2023,10,03,02,5,5,3,1,11,09
2024,12,13,11,240,11,240,2024,03,03,13,5,4,1,1,05,04
2024,12,13,11,240,11,240,2024,07,03,03,5,5,1,1,05,05
2024,12,13,11,240,11,240,2024,09,03,03,4,5,1,1,04,04
2024,12,13,11,240,11,240,2024,09,03,03,6,5,1,1,06,05
2024,12,13,11,240,11,240,2024,10,02,13,5,5,1,1,05,04
2024,12,13,11,240,11,240,2024,12,03,03,5,5,1,1,05,05
2024,12,13,11,240,11,240,2024,12,03,03,6,5,1,3,06,06
2024,12,13,11,240,11,240,2024,12,03,03,6,5,3,1,07,06
2024,12,13,11,240,11,250,2024,12,03,03,5,5,1,1,05,05
2024,12,13,11,250,11,120,2024,12,13,02,5,5,1,1,06,05
2024,12,13,11,250,11,220,2024,08,03,03,5,5,1,1,05,05
2024,12,13,11,250,11,250,2024,08,03,03,6,5,1,1,05,05
2024,12,13,11,250,11,250,2024,11,02,02,5,5,1,1,04,04
2024,12,16,11,010,11,120,2024,12,03,03,5,5,1,1,04,05
2024,12,16,11,020,11,020,2022,01,03,03,5,5,1,1,04,04
2024,12,16,11,020,11,020,2024,11,99,99,5,5,1,1,05,04
2024,12,16,11,020,11,020,2024,12,99,99,9,9,1,1,06,05
2024,12,16,11,020,11,020,2024,12,99,99,9,9,1,1,07,07
2024,12,16,11,030,11,030,2024,12,02,02,6,5,1,1,05,05
2024,12,16,11,030,11,030,2024,12,99,99,9,9,1,1,05,04
2024,12,16,11,030,11,030,2024,12,99,99,9,9,1,1,06,06
2024,12,16,11,040,11,040,2022,12,01,03,5,5,1,1,05,05
2024,12,16,11,040,11,040,2024,04,02,02,6,5,1,1,05,05
2024,12,16,11,040,11,040,2024,12,99,99,9,9,1,1,05,05
2024,12,16,11,040,11,230,2024,11,05,05,5,5,1,1,06,04
2024,12,16,11,050,11,050,2024,12,99,99,9,9,1,1,07,07
2024,12,16,11,050,11,050,2024,12,99,99,9,9,3,2,11,11
2024,12,16,11,050,11,060,2024,12,05,05,5,5,1,1,06,04
2024,12,16,11,050,11,240,2024,12,99,99,9,9,1,1,05,05
2024,12,16,11,060,11,060,2022,12,03,02,5,6,1,1,05,05
2024,12,16,11,060,11,060,2023,10,03,99,5,5,1,1,05,05
2024,12,16,11,060,11,060,2024,12,05,07,4,5,1,1,05,05
2024,12,16,11,060,11,080,2024,12,02,03,5,5,1,1,05,04
2024,12,16,11,060,11,250,2024,12,03,06,5,4,3,3,10,09
2024,12,16,11,070,11,070,2023,12,07,02,5,5,1,1,04,04
2024,12,16,11,070,11,070,2024,11,03,13,6,5,1,1,06,05
2024,12,16,11,070,11,070,2024,12,08,05,5,5,1,1,06,06
2024,12,16,11,080,11,080,2023,05,01,05,4,4,1,1,08,06
2024,12,16,11,080,11,080,2024,12,99,99,9,9,1,1,05,04
2024,12,16,11,080,11,080,2024,12,99,99,9,9,1,1,05,05
2024,12,16,11,080,11,080,2024,12,99,99,9,9,1,1,06,05
2024,12,16,11,080,11,100,2024,08,03,99,5,9,1,1,05,04
2024,12,16,11,090,11,090,2024,12,99,99,9,9,1,1,06,05
2024,12,16,11,090,11,090,2024,12,99,99,9,9,3,3,07,07
2024,12,16,11,090,11,110,2024,12,13,99,4,4,3,1,05,05
2024,12,16,11,090,11,130,2024,12,01,03,5,5,1,1,05,05
2024,12,16,11,100,11,100,2024,06,05,02,4,5,1,1,05,05
2024,12,16,11,100,11,100,2024,09,02,03,5,5,1,1,08,07
2024,12,16,11,100,11,100,2024,12,99,99,9,9,1,1,06,04
2024,12,16,11,110,11,110,2022,08,05,02,4,5,1,3,07,07
2024,12,16,11,110,11,110,2024,12,03,03,5,5,1,1,05,05
2024,12,16,11,110,11,110,2024,12,99,05,5,4,1,1,05,05
2024,12,16,11,110,11,170,2024,12,99,03,6,5,1,1,04,04
2024,12,16,11,120,11,120,2022,07,07,02,4,5,3,1,06,05
2024,12,16,11,120,11,120,2023,12,03,03,5,5,1,1,06,05
2024,12,16,11,120,11,120,2024,06,02,13,5,4,1,1,05,05
2024,12,16,11,120,11,120,2024,12,99,99,9,9,1,1,04,05
2024,12,16,11,120,11,120,2024,12,99,99,9,9,1,1,05,04
2024,12,16,11,120,11,130,2024,12,03,03,5,5,1,1,05,04
2024,12,16,11,130,11,130,2023,02,03,03,5,5,1,1,04,05
2024,12,16,11,130,11,130,2024,07,03,02,5,6,1,1,08,07
2024,12,16,11,130,11,130,2024,10,05,03,5,5,1,1,04,04
2024,12,16,11,130,11,130,2024,12,99,99,9,9,1,1,05,05
2024,12,16,11,140,11,030,2024,12,99,99,9,9,1,3,07,06
2024,12,16,11,140,11,100,2024,11,03,03,5,5,1,1,04,04
2024,12,16,11,140,11,140,2023,12,03,13,6,5,1,1,05,06
2024,12,16,11,140,11,140,2024,11,03,03,5,5,1,1,06,06
2024,12,16,11,140,11,140,2024,12,03,02,6,9,1,1,05,05
2024,12,16,11,150,11,040,2024,12,99,99,9,9,1,1,06,05
2024,12,16,11,150,11,130,2024,12,03,03,5,5,1,1,05,04
2024,12,16,11,150,11,150,2023,09,03,03,5,6,1,1,05,05
2024,12,16,11,150,11,150,2024,11,03,03,5,5,1,1,05,05
2024,12,16,11,150,11,190,2025,02,99,02,5,5,1,1,05,04
2024,12,16,11,160,11,110,2024,12,99,99,9,9,3,1,06,06
2024,12,16,11,160,11,160,2021,04,03,03,5,5,1,1,04,04
2024,12,16,11,160,11,160,2024,12,99,99,9,9,1,1,05,04
2024,12,16,11,160,11,160,2024,12,99,99,9,9,1,1,05,05
2024,12,16,11,160,11,160,2024,12,99,99,9,9,1,1,05,05
2024,12,16,11,160,11,160,2024,12,99,99,9,9,1,1,05,05
2024,12,16,11,160,11,160,2024,12,99,99,9,9,1,1,08,06
2024,12,16,11,170,11,080,2024,11,01,03,9,9,1,1,05,05
2024,12,16,11,170,11,140,2022,11,03,02,5,6,1,1,04,05
2024,12,16,11,170,11,170,2022,11,02,05,4,9,1,1,05,04
2024,12,16,11,170,11,170,2022,11,03,03,5,5,1,1,05,05
2024,12,16,11,170,11,170,2023,08,03,03,5,5,1,1,05,04
2024,12,16,11,180,11,180,2023,12,03,03,5,5,1,1,05,05
2024,12,16,11,180,11,180,2024,06,01,05,5,5,1,1,06,05
2024,12,16,11,180,11,180,2024,12,99,99,9,9,1,1,04,04
2024,12,16,11,190,11,030,2024,12,99,99,9,9,1,1,05,05
2024,12,16,11,190,11,190,2020,09,03,02,5,5,1,1,05,04
2024,12,16,11,190,11,190,2023,03,03,02,6,5,1,1,04,04
2024,12,16,11,190,11,190,2023,12,03,02,5,5,1,1,05,05
2024,12,16,11,190,11,190,2023,12,03,03,5,5,1,1,05,05
2024,12,16,11,190,11,190,2023,12,05,05,4,5,1,1,06,05
2024,12,16,11,190,11,190,2024,11,01,02,4,6,1,3,09,07
2024,12,16,11,190,11,190,2024,12,02,02,5,5,1,1,04,04
2024,12,16,11,190,11,190,2024,12,02,03,5,5,1,1,04,04
2024,12,16,11,190,11,190,2024,12,03,03,5,5,1,1,05,04
2024,12,16,11,190,11,190,2024,12,05,05,5,5,3,3,07,07
2024,12,16,11,190,11,190,2024,12,99,99,9,9,1,1,05,05
2024,12,16,11,190,11,230,2024,12,03,03,5,5,1,1,05,04
2024,12,16,11,200,11,200,2024,12,03,02,5,5,1,1,05,04
2024,12,16,11,210,11,060,2024,12,99,02,5,4,1,1,05,06
2024,12,16,11,210,11,110,2024,02,01,03,5,5,1,1,08,07
2024,12,16,11,210,11,170,2024,12,99,99,9,9,1,1,06,06
2024,12,16,11,210,11,180,2024,12,13,03,6,5,1,1,05,04
2024,12,16,11,210,11,180,2024,12,99,99,9,9,1,1,05,07
2024,12,16,11,210,11,210,2023,03,03,03,5,5,1,1,05,05
2024,12,16,11,210,11,210,2023,07,03,03,5,5,1,1,05,05
2024,12,16,11,210,11,210,2024,02,03,03,5,5,1,1,05,05
2024,12,16,11,210,11,210,2024,08,02,03,5,6,1,1,05,05
2024,12,16,11,210,11,210,2024,11,03,03,5,5,1,1,04,04
2024,12,16,11,210,11,210,2024,12,03,03,5,4,1,1,05,05
2024,12,16,11,210,11,210,2024,12,03,03,5,5,1,1,04,04
2024,12,16,11,210,11,210,2024,12,05,02,4,5,1,1,04,05
2024,12,16,11,210,11,210,2024,12,05,05,4,5,1,1,05,05
2024,12,16,11,220,11,210,2024,09,03,03,5,5,1,1,05,05
2024,12,16,11,220,11,220,2024,08,02,02,5,5,1,1,06,06
2024,12,16,11,220,11,220,2024,12,03,03,5,5,1,1,04,03
2024,12,16,11,220,11,220,2024,12,03,03,5,5,1,1,05,04
2024,12,16,11,230,11,140,2024,12,99,99,9,9,1,1,05,04
2024,12,16,11,230,11,140,2024,12,99,99,9,9,1,1,05,05
2024,12,16,11,230,11,230,2023,04,02,02,5,5,1,1,04,04
2024,12,16,11,230,11,230,2023,12,03,02,5,6,1,1,05,05
2024,12,16,11,230,11,230,2024,10,01,02,5,6,1,1,06,05
2024,12,16,11,230,11,230,2024,12,99,99,9,9,1,1,06,05
2024,12,16,11,230,11,230,2024,12,99,99,9,9,1,9,05,04
2024,12,16,11,240,11,040,2025,02,03,05,5,5,1,1,04,05
2024,12,16,11,240,11,070,2024,12,02,05,5,4,1,1,04,04
2024,12,16,11,240,11,230,2024,12,03,02,5,5,1,1,05,04
2024,12,16,11,240,11,240,2021,12,03,02,5,5,1,1,05,04
2024,12,16,11,240,11,240,2022,03,02,02,5,6,1,1,05,04
2024,12,16,11,240,11,240,2022,04,03,03,5,5,1,1,05,05
2024,12,16,11,240,11,240,2023,04,02,03,5,5,1,1,05,05
2024,12,16,11,240,11,240,2024,06,05,07,5,3,3,3,09,10
2024,12,16,11,240,11,240,2024,09,02,02,5,5,1,1,06,05
2024,12,16,11,240,11,240,2024,12,02,02,6,5,1,1,06,05
2024,12,16,11,240,11,240,2024,12,07,03,5,5,1,1,04,04
2024,12,16,11,240,11,240,2024,12,99,99,9,9,1,1,06,06
2024,12,16,11,250,11,250,2018,07,02,01,4,4,1,1,03,03
2024,12,16,11,250,11,250,2021,05,02,02,4,4,1,1,04,03
2024,12,16,11,250,11,250,2023,10,02,02,6,6,1,1,05,04
2024,12,16,11,250,11,250,2023,12,05,03,6,5,3,3,06,06
2024,12,16,11,250,11,250,2024,04,08,03,5,5,1,1,05,05
2024,12,16,11,250,11,250,2024,08,03,03,5,5,1,1,05,04
2024,12,16,11,250,11,250,2024,12,03,03,5,5,1,1,05,05
2024,12,17,11,020,11,020,2023,02,03,03,5,5,1,1,05,04
2024,12,17,11,030,11,010,2024,12,02,02,5,5,1,1,04,04
2024,12,17,11,030,11,030,2024,12,02,03,5,5,1,1,04,04
2024,12,17,11,040,11,040,2023,05,03,03,5,5,1,1,05,04
2024,12,17,11,040,11,040,2023,09,03,05,5,5,1,1,06,05
2024,12,17,11,040,11,040,2024,03,03,03,4,5,1,1,06,05
2024,12,17,11,040,11,040,2024,06,05,13,4,4,1,1,07,05
2024,12,17,11,040,11,040,2024,10,02,05,5,5,1,1,04,05
2024,12,17,11,040,11,040,2024,10,03,03,6,5,1,1,06,05
2024,12,17,11,040,11,040,2024,12,03,13,5,5,1,1,07,06
2024,12,17,11,040,11,040,2025,01,02,02,5,6,1,1,05,05
2024,12,17,11,050,11,050,2024,12,99,99,9,9,1,1,06,05
2024,12,17,11,050,11,050,2024,12,99,99,9,9,1,1,06,05
2024,12,17,11,050,11,050,2024,12,99,99,9,9,3,3,08,07
2024,12,17,11,050,11,070,2024,12,99,99,9,9,1,1,05,05
2024,12,17,11,050,11,250,2024,12,99,99,9,9,1,1,06,05
2024,12,17,11,060,11,060,2022,05,03,02,5,5,1,1,06,05
2024,12,17,11,060,11,060,2023,12,03,03,5,5,1,1,05,05
2024,12,17,11,060,11,060,2024,12,99,99,5,5,1,1,06,04
2024,12,17,11,070,11,070,2022,06,05,03,4,5,1,1,04,05
2024,12,17,11,070,11,070,2024,10,03,03,5,5,1,1,05,05
2024,12,17,11,070,11,070,2024,12,03,02,4,4,1,1,05,05
2024,12,17,11,070,11,070,2024,12,05,05,3,5,1,1,04,04
2024,12,17,11,070,11,070,2024,12,99,99,9,9,1,1,05,05
2024,12,17,11,070,11,070,2024,12,99,99,9,9,1,1,06,06
2024,12,17,11,080,11,070,2024,10,05,05,5,5,1,1,05,04
2024,12,17,11,080,11,080,2022,07,02,02,5,5,3,1,06,05
2024,12,17,11,090,11,050,2024,12,05,05,5,5,1,1,06,05
2024,12,17,11,100,11,040,2024,12,03,03,4,4,1,1,04,04
2024,12,17,11,100,11,100,2024,12,03,03,5,5,1,1,04,05
2024,12,17,11,100,11,100,2024,12,05,05,4,5,1,1,04,05
2024,12,17,11,100,11,100,2024,12,99,99,9,9,1,1,07,05
2024,12,17,11,100,11,100,2024,12,99,99,9,9,3,3,08,07
2024,12,17,11,100,11,240,2024,12,05,05,4,5,3,3,12,12
2024,12,17,11,110,11,040,2024,12,13,13,4,3,3,3,12,12
2024,12,17,11,110,11,100,2024,12,05,05,5,5,1,1,06,05
2024,12,17,11,110,11,110,2024,01,03,03,5,5,1,1,06,06
2024,12,17,11,110,11,110,2024,06,02,02,5,5,1,1,04,04
2024,12,17,11,110,11,110,2024,12,02,03,6,5,1,1,06,06
2024,12,17,11,110,11,110,2024,12,05,13,4,4,3,3,10,09
2024,12,17,11,110,11,220,2024,10,02,02,6,6,1,1,05,05
2024,12,17,11,120,11,120,2024,12,03,03,5,5,1,1,04,05
2024,12,17,11,120,11,120,2024,12,99,99,9,9,1,1,05,05
2024,12,17,11,120,11,120,2024,12,99,99,9,9,1,1,07,07
2024,12,17,11,130,11,080,2024,12,03,03,5,5,1,1,06,05
2024,12,17,11,130,11,090,2024,12,05,05,5,5,1,1,06,05
2024,12,17,11,130,11,130,2023,10,03,03,5,5,1,1,04,05
2024,12,17,11,130,11,130,2024,12,03,05,5,5,1,1,05,05
2024,12,17,11,130,11,130,2024,12,99,99,9,9,1,1,05,05
